,name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,neo,pha,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,G,moid,class,n,per,ma
503,Cora,2.722657909135405,0.2150678989782244,12.89775554944011,104.4753275591264,248.1751015462252,2.137101592981208,3.308214225289602,4.49260067907351,42310,0,2733,10,N,N,30.438,,0.239,7.588,,,,,X,,,1.16808,MBA,0.2193888025611964,1640.922398031601,322.2391021882727
504,Cava,2.683161690939242,0.2457457165597183,9.840041081969884,90.86774008551612,337.0330897398339,2.023786198553793,3.342537183324692,4.39519825054027,42125,0,2206,8.61,N,N,115,,0.04,8.1789,,0.683,0.235,,,FC,-0.03,1.0419,MBA,0.2242506997827461,1605.346161009833,83.86975143746835
505,Marion,3.04030153452614,0.1475657831764049,17.00405147434712,312.9323218231311,145.983805429691,2.591657057491364,3.488946011560916,5.30130987178242,41145,0,2135,8.85,N,N,105.94,,0.0454,13.546,,0.718,0.332,,,XC,,1.62485,MBA,0.1859212736485761,1936.303430668528,4.239499277257399
506,Laodica,3.15434091915691,0.1003930623657249,9.4975701300171,293.4335808230873,100.5609282244469,2.837666974537232,3.471014863776587,5.60236173387734,41315,0,2444,9.2,N,N,45.170,,0.198,4.706,,,,,X,,,1.86385,MBA,0.1759304968487664,2046.262623298697,5.437030914869807
507,Princetonia,3.163204085863072,0.00817610010376412,13.33512801465366,44.21689312608716,200.6294997908561,3.13734141260842,3.189066759117724,5.62599085225596,40747,0,2251,8.4,N,N,117.241,,0.065,52.8,,0.732,0.325,,,C,,2.12794,MBA,0.1751915901129365,2054.893158786489,194.8603676271751
508,Iolanda,3.064082398440429,0.0954565050184276,15.40821039388438,217.5394213116662,157.5796975745939,2.771595801596824,3.356568995284033,5.36363063119773,42556,0,2522,8.5,N,N,51.892,,0.253,12.306,,0.827,0.41,,S,S,,1.77973,MBA,0.1837610288886468,1959.06608804497,73.99414424265984
509,Mabella,2.611241227042169,0.1902913770534458,9.534103161906192,202.7128196165293,90.9988032117834,2.114344538129585,3.108137915954753,4.21967199075639,42533,0,2657,9.73,N,N,60.450,,0.062,19.4,,0.735,0.3,,,PD,,1.12426,MBA,0.2335788861140556,1541.23519462377,143.6668117384228
510,Davida,3.164880378557866,0.1881349692968724,15.93822347666015,107.5963294436462,337.440537309868,2.569455705709608,3.760305051406124,5.6304635592466,42520,0,2902,6.22,N,N,270.327,,0.076,5.1297,,0.717,0.363,,C,C,0.16,1.59307,MBA,0.1750524220601545,2056.526815014822,334.0043874721315
511,Taurinensis,2.189040287956064,0.2544471948731731,8.747156636054186,107.0355639638603,249.2788306481866,1.63204512722128,2.746035448690847,3.23883507715012,40305,0,2598,10.68,N,N,23.09,,0.1772,5.585,,0.917,0.525,,S,S,,0.651093,MCA,0.3043150576950091,1182.98451192908,213.5861929447463
512,Centesima,3.013883470326958,0.0838946468527738,9.732480444145084,184.4470681216858,226.0420901401653,2.761034780928465,3.26673215972545,5.23236325594674,42437,0,2882,9.75,N,N,48.805,,0.089,5.23,,0.807,0.425,,K,S,,1.77973,MBA,0.1883711499287366,1911.120679234548,335.595772891024
513,Armida,3.051112382723573,0.03908967461308413,3.880674309991639,268.5576775998535,107.4775565460084,2.931845392474957,3.17037937297219,5.32961096626687,42431,0,3018,9.04,N,N,120.093,,0.03,21.851,,0.675,0.255,,,XC,,1.93488,MBA,0.1849340016759119,1946.640405428975,237.6594555655003
514,Athalia,3.11986867428128,0.1753927185391124,2.038493087234373,121.0937664911486,300.3323345004638,2.57266642601407,3.667070922548491,5.51077491081761,42410,0,2681,11.23,N,N,41.190,,0.039,10.636,,0.875,0.415,,Cb,I,,1.58602,MBA,0.1788543896853381,2012.810536176131,285.8572756263445
515,Amherstia,2.681776410742738,0.2720024058129043,12.95697105432086,328.8061725130462,258.127947712045,1.952326775168418,3.411226046317058,4.3917949175324,42355,0,2289,8.27,N,N,65.144,,0.202,7.4842,,0.736,0.265,,X,M,,0.992689,MBA,0.2244244783454837,1604.103093628711,250.5887784082538
516,Edith,3.164274335493435,0.1786243615057855,3.224378436325981,273.8348084707281,142.2973055014697,2.599057852686776,3.729490818300093,5.62884637014904,42395,0,2857,9.35,N,N,111.890,,0.026,9.2747,,0.711,0.327,,,X,,1.61154,MBA,0.1751027152907462,2055.936136696935,217.6531870643864
517,Halawe,2.531858707215797,0.2286332978505878,6.728904085884301,203.9549598813061,117.41966131,1.952991501293324,3.11072591313827,4.02872293532551,42305,0,2923,11,N,N,16.157,,0.246,14.31,,,,,,,,0.950984,MBA,0.2446498057052216,1471.491052127643,266.002190910936
518,Sylvania,2.791492082361763,0.1831145204807621,11.01242132971041,44.72028714973418,302.4641897797659,2.280329348274244,3.302654816449281,4.66404576106342,42380,0,2808,9.14,N,N,40.078,,0.246,17.962,,0.833,0.357,,S,S,,1.29613,MBA,0.211324316668546,1703.542714228415,315.1776885936023
519,Franziska,3.004772895204022,0.1101840206831848,10.95879707507034,34.29065988652107,21.56040371985553,2.673694936370589,3.335850854037456,5.20865607090179,42200,0,2043,10.61,N,N,25.261,,0.147,16.507,,0.738,,,,CGU,,1.68737,MBA,0.1892285207452586,1902.461629896879,45.14038917600247
520,Brixia,2.740566380684889,0.2816207777554096,10.59746137505235,89.64836086285902,316.0284405958382,1.968765945066082,3.512366816303695,4.53699907765011,42223,0,2463,8.31,N,N,107.227,,0.073,28.479,,0.712,0.341,,Ch,C,-0.06,0.993845,MBA,0.2172418963501422,1657.138913111703,166.2712301995801
521,Helga,3.622921383243616,0.08592101823604062,4.420145827065057,116.5748569493688,248.1265111375332,3.3116362890062,3.934206477481033,6.8959891149139,43167,0,3249,9,N,N,101.22,,0.0388,8.129,,0.664,0.243,,,X,,2.31212,OMB,0.1429274708737505,2518.760024222302,341.3724304324325
522,Ada,2.966152660105291,0.1780967867321875,4.313064931075968,260.6200076700152,189.9234685194203,2.437890402383408,3.494414917827173,5.10855944280288,42741,0,2504,9.9,N,N,31.89,,0.2512,10.03,,,,,X,,,1.45461,MBA,0.1929362463925406,1865.901336483752,223.8013567307232
523,Fidelio,2.634930565563345,0.1285005078839416,8.227902420780927,326.6816139000297,79.90493663433791,2.296340649649534,2.973520481477157,4.27722370744707,42061,0,2646,9.83,N,N,65.527,,0.048,14.198,,0.722,0.316,,,XC,,1.32213,MBA,0.2304359909095903,1562.255959145041,66.10322687757247
524,Adelaide,2.244712467068228,0.1030660900984052,5.995089860143119,203.3994256778596,264.3925416818041,2.013358729692361,2.476066204444095,3.36317356081897,40551,0,2421,12.53,N,N,9.326,,0.221,19.967,,0.95,0.56,,,SU,,1.04069,MBA,0.293064352922525,1228.399143089129,244.4569082712646
525,Jena,3.121915798011909,0.1338666906857801,2.173523895734066,137.7640109358379,357.4152054700575,2.703995261532398,3.539836334491419,5.51619970091406,42947,0,2869,10.17,N,N,44.840,,0.077,9.474,,0.643,0.367,,,B,,1.71842,MBA,0.1786784991131184,2014.79194075886,353.4238161471529
526,Euryanthe,2.726534941020948,0.150170771430247,9.660135337978764,120.5046270019039,203.9456481489865,2.317089085596309,3.135980796445586,4.50220020787886,42227,0,2726,10.4,N,N,52.627,,0.039,26.06,,,,,Cb,,,1.30714,MBA,0.218921024800876,1644.428625927753,103.8183127934459
527,Rezia,3.393719269366636,0.02086411705793709,12.70887169954508,49.53258336994199,349.5517603948681,3.322912313268793,3.464526225464478,6.25204469094916,42228,0,2283,9.14,N,N,91.966,,0.046,7.337,,,,,,,,2.33159,OMB,0.1576486305023393,2283.559323369181,283.099597155573
528,Preziosa,3.014656300733346,0.09649069572102724,11.02553959807932,65.20350513275369,333.2228104778322,2.723770016915807,3.305542584550885,5.23437593593768,42506,0,2230,10.06,N,N,32.01,,0.1632,27,,0.796,0.471,,,S,,1.73691,MBA,0.1882987189744126,1911.855810601236,127.4116327802711
529,Turandot,3.18655922879432,0.2194163997362235,8.560042025936811,129.1534978463899,199.8479460817694,2.487375875266034,3.885742582322607,5.68841397876774,42130,0,3030,9.29,N,N,84.85,,0.0472,19.96,,0.664,0.304,,,F,,1.47707,MBA,0.1732690846774603,2077.693205744918,265.8799173419727
530,Zerlina,2.786240363388172,0.1972279734389674,33.98966752729932,197.7158650109241,57.84298521139992,2.236715823003271,3.335764903773074,4.65089003672396,42016,0,1909,12,N,N,17.804,,0.101,16.706,,,,,B,,,1.33982,MBA,0.2119220784806646,1698.737585913427,231.0996255455358
531,Herculina,2.772546200291445,0.1753527018431517,16.31537443687894,107.5325753281947,76.30367603883933,2.286372733085376,3.258719667497515,4.61664403697174,42020,0,3572,5.81,N,N,167.791,,0.285,9.405,,0.857,0.429,,S,S,0.26,1.3544,MBA,0.2134941042615173,1686.229234503928,344.2158148426478
532,Sara,2.97833250130147,0.04537357753985469,6.556866117826014,180.3202130469198,32.73099253769979,2.843194900614198,3.113470101988742,5.14005745429154,43084,0,2867,9.6,N,N,30.819,,0.252,11.654,,0.871,0.386,,S,S,,1.84048,MBA,0.1917539428561517,1877.405985179985,124.8378696253222
533,Nassovia,2.88353278614393,0.05854779375632745,3.275142064957885,94.09258469289938,338.9995156679753,2.714708303291167,3.052357268996693,4.89661031269767,42197,0,2912,9.77,N,N,32.333,,0.213,9.382,,0.834,0.39,,Sq,S,,1.72963,MBA,0.2012874663135178,1788.486916712824,304.6453409550105
534,Montague,2.568934431979076,0.02372011511958753,6.778046137629944,84.80417637225531,65.48959860463053,2.50799901151786,2.629869852440292,4.11753909944575,42105,0,3015,9.4,N,N,79.299,,0.054,10.2482,,0.752,0.419,,,C,,1.52901,MBA,0.2393726591449319,1503.931156072559,43.57295151205716
535,Merapi,3.500205603900799,0.08624124999693246,19.42441260579539,59.22753392466174,295.5678618392337,3.198343497374126,3.802067710427472,6.54860108823935,42173,0,2254,8.2,N,N,147.066,,0.048,8.78,,0.694,0.294,,,X,,2.25327,OMB,0.1505094401211344,2391.876547479424,93.19321229618424
536,Pauly,3.07587945749963,0.2286799355671029,9.872614956067174,120.1722936823059,187.3722572626566,2.372487541346439,3.779271373652821,5.39463629166186,42983,0,2699,8.7,N,N,40.732,,0.322,16.168,,,,,,DU:,,1.35718,MBA,0.1827048627710037,1970.390905529494,119.5146513078001
537,Friederike,3.159117902646376,0.1696520256776128,6.520304851247505,141.1585505509194,227.5960633955733,2.623167151108007,3.695068654184746,5.61509300800756,41934,0,2694,9.5,N,N,70.640,,0.065,46.728,,,,,,,,1.62662,MBA,0.1755316041892764,2050.912721174761,90.93933249128222
538,Pamina,2.738429099004618,0.2131710730721774,6.79919851985962,274.2866644843011,97.5000239718109,2.154675229437728,3.322182968571508,4.53169271783978,41921,0,2399,10,N,N,68.356,,0.052,13.903,,,,,Ch,,,1.16698,MBA,0.2174962745129367,1655.200765190978,73.94268993954485
539,Rosamunde,2.218825362235795,0.08955338620797015,5.583157422901864,202.1684541,337.8647848054806,2.020122037643454,2.417528686828136,3.30516301561127,42018,0,2982,10.76,N,N,19.152,,0.331,9.351,,0.93,0.5,,,S,,1.02409,MBA,0.2982080698326076,1207.210791452015,23.17537959032608
540,Deborah,2.815778799904594,0.04984307176810786,6.002483146698739,267.6306405223868,358.474660260606,2.675431735097832,2.956125864711355,4.72504560367326,42091,0,2958,10.1,N,N,60.147,,0.055,29.368,,,,,B,,,1.65907,MBA,0.2085961419295783,1725.822906741657,155.6218974206416
541,Susanna,2.906560858193064,0.1412504717996798,12.07339934494946,152.9566020492074,216.8084124371249,2.496007765658812,3.317113950727317,4.95538421824484,42079,0,2790,9.36,N,N,42.117,,0.217,10.069,,0.795,0.38,,,S,,1.50408,MBA,0.1989000731242307,1809.954085713926,35.68808135291589
542,Charlotte,3.057054478147271,0.1542926678653408,8.479474400482385,294.9667894649118,109.3052801818085,2.585373386904241,3.528735569390301,5.34518781184131,41879,0,2288,9.5,N,N,45.613,,0.144,10.718,,,,,Xe,,,1.60985,MBA,0.1843950704938892,1952.32984827504,115.6936780829346
543,Jetta,2.591456291584293,0.152883262701158,8.372220590798914,298.303578086822,343.4554684605433,2.195265998579443,2.987646584589143,4.17180533037373,41880,0,2547,10,N,N,27.169,,0.262,7.745,,,,,,,,1.17966,MBA,0.2362589347569725,1523.751896919004,241.5716962226872
544,Messalina,3.202996242858148,0.1696453723696635,11.20185569557348,333.6160166365735,330.8662655074514,2.659622752539844,3.746369733176451,5.73248393233345,42031,0,2647,8.84,N,N,112.631,,0.041,7.2,,0.686,0.343,,Cb,CD,,1.65067,OMB,0.1719370337539437,2093.789756284793,117.2140873401545
545,Herodias,2.597247086895853,0.1153371979354049,14.85370527306585,21.78198714070475,108.6252663813228,2.297687885547392,2.896806288244314,4.18579643734744,41847,0,2217,9.7,N,N,65.945,,0.054,10.77,,0.766,0.375,,,TDG,,1.35763,MBA,0.2354692346176667,1528.862148741151,24.90674644024649
546,Praxedis,2.774735786112487,0.2348494500996134,16.85788888054003,193.0815952143325,196.3828504018136,2.123090612572251,3.426380959652723,4.62211402724747,42020,0,2838,9.52,N,N,52.462,,0.101,9.105,,0.761,0.254,,Xk,XD:,,1.1309,MBA,0.2132414469996338,1688.22714845214,288.7259887347349
547,Kressida,2.281649379490254,0.1856853500277281,3.872665179570966,108.4219559481186,320.207959957308,1.857980515819057,2.70531824316145,3.44652603253608,41847,0,2340,11.26,N,N,14.008,,0.282,11.9404,,0.882,0.489,,,S,,0.873966,MBA,0.2859767412353756,1258.843633383803,54.23653439376546
548,Jessonda,2.684020998087268,0.2583811534591017,3.960348889442212,291.404708081984,158.0419638839745,1.99052055669303,3.377521439481506,4.39730982342518,41772,0,2571,11.01,N,N,15.530,,0.289,2.962,,0.827,0.361,,,S,,1.00772,MBA,0.2241430153765757,1606.117413006046,353.7410072964163
549,Senta,2.587349035806996,0.2234005833398705,10.11139781142943,270.6984850666175,45.24137612454331,2.009333751903861,3.16536431971013,4.16189128289754,43338,0,2349,9.37,N,N,37.434,,0.225,20.555,,0.85,0.39,,,S,,1.00865,MBA,0.2368217275203204,1520.130791078325,254.2744561583837
550,Ortrud,2.967778161598646,0.1221270703910465,0.3965779078164639,5.966831935408052,68.27553792138023,2.605332109152078,3.330224214045214,5.1127593826896,41912,0,3299,9.57,N,N,81.113,,0.04,17.416,,0.673,0.289,,C,XC,,1.62016,MBA,0.1927777565094528,1867.435364527377,139.4024607537179
551,Sigelinde,3.150815004805208,0.08936239336638276,7.698919469885693,266.9304397150203,348.3916646433576,2.869250634921104,3.432379374689313,5.59297090056398,41940,0,2733,9.6,N,N,88.697,,0.036,17.156,,,,,,,,1.85447,MBA,0.1762258915504405,2042.832621430992,331.4416152541509
552,Kundry,2.230630075581401,0.1100577253498839,5.389819344513493,72.37304480848807,354.3392668144689,1.985132003365873,2.47612814779693,3.33157452445808,41871,0,2440,12.2,N,N,9.010,,0.287,12.605,,,,,S,,,0.998781,MBA,0.2958439849181764,1216.857595058313,127.0223184677253
553,Peraga,2.374422896352189,0.1533181433390209,2.934718779981087,295.4199202089146,127.2237826450723,2.010380786381811,2.738465006322567,3.65885593262971,44925,0,2661,9.2,N,N,95.87,,0.0496,13.7128,,0.676,0.342,,Ch,FC,,1.02485,MBA,0.2693810036568354,1336.397129393,125.207374314232
554,Norma,3.189969811523312,0.1496091190884847,2.646050972172461,130.4005000147205,356.9696205174164,2.71272123810245,3.667218384944174,5.69754890864158,41855,0,2792,10.8,N,N,31.040,,0.119,19.508,,,,,B,,,1.72827,MBA,0.1729912808423002,2081.029738881337,87.1667286555423
555,Phyllis,2.464368610912209,0.1036824877936372,5.246060480168972,286.0392261348494,178.0255216347344,2.208856742492281,2.719880479332136,3.86871471158832,40964,0,2318,9.56,N,N,36.279,,0.201,4.293,,0.849,0.41,,S,S,,1.22591,MBA,0.2547684067825469,1413.048048407633,195.1726197041565
556,Violetta,2.442712180371975,0.09956046563992846,2.489614863012981,292.7900204526741,194.886903552449,2.199514618269816,2.685909742474134,3.81783055363838,41745,0,2894,12.1,N,N,22.621,,0.084,5.0887,,,,,,,,1.21511,MBA,0.2581639676041301,1394.462609716418,338.3583321879965
557,Carmen,2.906837659165655,0.04260685320012339,8.375863514386394,143.7117562577217,311.2648170192595,2.782986453744994,3.030688864586316,4.95609211043823,41728,0,2956,9.09,N,N,54.811,,0.131,11.387,,0.733,0.278,,,M,,1.80799,MBA,0.1988716636827006,1810.212643337562,56.11208205950862
558,Nanon,2.711723554491615,0.06578706720317955,9.301365247612775,112.0682093935848,128.5033510166549,2.53332721477583,2.890119894207399,4.46556404606697,41875,0,3988,9.5,N,N,79.82,,0.05,10.059,,0.733,0.379,,Xk,C,,1.53101,MBA,0.2207170859492302,1631.047267825962,150.1487228747905
559,Delila,2.749918156005148,0.1610655275929233,8.469424072166097,105.3366388590783,3.777720462641105,2.30700113737082,3.192835174639475,4.5602416296657,41695,0,2427,11,N,N,35.334,,0.062,29.913,,,,,B,,,1.32405,MBA,0.2161346620222424,1665.628255235398,43.64085800270534
560,Ingwelde,3.180817767084812,0.1177237569859103,1.543533025878641,159.3338858197525,317.2876321108059,2.806359949256054,3.55527558491357,5.67304704555993,41841,0,2495,11.21,N,N,31.562,,0.058,12.012,,0.745,,,,XCU,,1.82318,MBA,0.1737384293576355,2072.080433390764,138.9745015223091
561,Salome,3.018804125455015,0.1011319207009542,11.1047421088591,70.59876853650262,263.5918117912539,2.713506666027785,3.324101584882245,5.24518251126161,41676,0,2336,9.95,N,N,32.651,,0.158,6.351,,0.794,0.415,,,S,,1.73138,MBA,0.1879107697875866,1915.802912238304,141.8665778982702
562,Suleika,2.712400824626763,0.2358063343710505,10.24300772461095,85.18645411874652,336.9407841164804,2.072799528826511,3.352002120427014,4.4672371048818,40885,0,2244,8.5,N,N,53.29,,0.2477,5.69,,0.887,0.471,,Sl,S,,1.09018,MBA,0.2206344235210762,1631.658352558076,324.9966254751874
563,Dudu,2.746319680058788,0.2776801547236676,17.9937392211268,70.76609749611792,214.9242892336856,1.983721206379411,3.508918153738166,4.5512934268612,41776,0,2596,10.43,N,N,52.010,,0.05,8.882,,0.731,0.312,,Xc,CDX:,,0.990992,MBA,0.2165595998602302,1662.359924161052,323.4124600174683
564,Marbachia,2.442970995429215,0.129382392755234,10.99691749464666,225.8097745287576,291.7288123427021,2.126893562608948,2.759048428249483,3.81843734117623,41639,0,2550,10.88,N,N,27.332,,0.105,4.587,,0.811,0.422,,,S,,1.16243,MBA,0.2581229427910276,1394.684238864619,10.89514085736762
565,Stereoskopia,3.376077736359928,0.1193414287451664,4.89476584853178,79.55114053016833,299.5207615740143,2.973171795747987,3.778983676971869,6.20335819873848,41788,0,2780,8.1,N,N,167.381,,0.039,12.103,,0.712,0.291,,,C,,1.97895,OMB,0.1588859214301044,2265.776582089231,335.1192941863534
566,Eleutheria,3.134980586607264,0.09048712056996988,9.255421317956042,58.27055338049554,133.6467439593258,2.851305220282418,3.418655952932111,5.55086270934604,41794,0,2751,9.16,N,N,93.41,,0.0439,7.717,,0.652,0.309,,,CFB:,,1.85944,MBA,0.1775627204232682,2027.452604588642,238.5021243610259
567,Cheruskia,2.882455898565826,0.1682244518765495,18.39400901447983,249.7853964532539,174.1863897352084,2.397556334971263,3.367355462160389,4.89386752796631,41206,0,2395,9.5,N,N,71.224,,0.056,13.209,,,,,,,,1.41166,MBA,0.201400278559878,1787.485114589695,5.810152401150525
568,Misa,2.657419587456237,0.1812476149203875,1.291436022902227,301.6872093284616,142.7757290436121,2.175768625387073,3.139070549525399,4.33209927046797,40253,0,2756,10.12,N,N,72.95,,0.0297,11.595,,0.716,0.335,,Cg,C,,1.19204,MBA,0.2275170123839486,1582.299258538427,359.4543025324332
569,Kythera,3.421758548603211,0.1185422595882034,1.817008038881136,223.3642403138559,160.8501528715476,3.016135558486535,3.827381538719887,6.32968712775001,41730,0,3320,8.81,N,N,87.486,,0.069,8.12,,0.775,0.374,,T,ST,,2.01916,OMB,0.1557148502722144,2311.918223410693,275.5613377576793
570,Dulcinea,2.408931987607567,0.2439456810948211,5.227982232149381,3.179812162836452,27.57854966613444,1.821283433179538,2.996580542035596,3.73890998962893,41519,0,2689,11.59,N,N,11.696,,0.298,126.3,,0.867,0.437,,S,S,,0.827709,MBA,0.2636132686000753,1365.636873711967,108.754882382075
571,Rebekka,2.400130093178312,0.1576204837640884,10.57900375561392,194.5621166619134,191.935715525656,2.021820426794799,2.778439759561824,3.71843655293707,41605,0,2369,10.94,N,N,28.903,,0.089,5.6497,,0.691,0.308,,C,XDC,,1.0259,MBA,0.265064703763479,1358.158950960265,178.0441610820572
572,Recha,3.01774562663229,0.1117717141178441,9.817943527753318,342.8336201962183,28.79647385889538,2.680447025171971,3.355044228092608,5.24242403510481,41608,0,2448,9.4,N,N,47.582,,0.1,7.16633,,,,,,,,1.68315,MBA,0.1880096453029196,1914.795378822033,244.2453738837843
573,Reginhild,2.253448530473361,0.2390921446273711,5.680974222189686,336.7649582229657,76.77917437215383,1.714666688515087,2.792230372431634,3.38282605473253,41608,0,1810,12.3,N,N,8.456,,0.298,14.339,,,,,,S,,0.736039,MBA,0.291361798514197,1235.577216491058,181.3297726706581
574,Renate,2.555458337238746,0.1272466414601524,15.00157761021839,349.6236550851811,333.5870743819701,2.23028484643377,2.880631828043723,4.08518199887917,41680,0,2529,10.8,N,N,19.106,,0.211,3.676,,,,,,,,1.22754,MBA,0.2412686346992562,1492.112725090618,322.2919124588717
575,Emanuela,2.988401342848663,0.1917050200668997,10.20368730053928,299.6144617863398,26.97915566374247,2.41550980344991,3.561292882247416,5.1661449416326,34935,0,2785,9.3,N,N,74.378,,0.055,20.404,,,,,,,,1.40739,MBA,0.1907856427768129,1886.934439931308,18.57538459146324
576,Rhea,3.110597575228062,0.1554920635683376,5.297232985158963,328.5598339314014,330.5736818689422,2.626924339325183,3.594270811130941,5.4862291827545,41601,0,2784,9.4,N,N,38.234,,0.23,12.249,,,,,,,,1.61223,MBA,0.1796545952665977,2003.84520900108,285.1743356914498
577,Happelia,2.750585066060953,0.1923511459634917,6.150198440995132,29.40143604227043,261.1973036081691,2.221506876534062,3.279663255587844,4.56190065470498,41636,0,2860,9.4,N,N,69.29,,0.0769,10.061,,,,,Xc,,,1.21505,MBA,0.2160560603946993,1666.234214130992,56.71676039202827
578,Sidonia,3.012229604315845,0.07792992082929634,11.01926068556351,82.64888605225524,228.2381343542407,2.777486789731849,3.246972418899842,5.22805696446816,41189,0,2538,7.85,N,N,85.57,,0.1748,16.286,,0.818,0.418,,K,S,,1.77546,MBA,0.1885263091175638,1909.547806271995,350.0556657115249
